,ProjectNumber,AgencyName,RecipientName,USD_Disbursement,USD_Commitment,LongDescription,ProjectTitle,ExpectedStartDate,CompletionDate,Aid_t,PurposeCode
5248,6614080,Federal Ministry of Finance,Iraq,1.171819,1.171819,Security and justice sector institutions are better able to provide a safe and secure environment for the people of Iraq. Law enforcement and criminal justice capacities of targeted institutions in Iraq strengthened.,Strengthening Criminal Investigation and Crime Scene Management Capacities in Iraq,2020-07-01,2021-12-31,D02,15220.0
5249,6614113,Federal Ministry of Finance,Gambia,0.148838,0.148838,"The project will support the development of a new foundational law for the armed forces that clearly sets out their mandates and responsibilities within a framework of democratic principles, rule of law and respect for human rights.",Supporting the development of a new Gambian Armed Forces Act,2020-04-01,2020-12-31,C01,15210.0
5250,6614129,Federal Ministry of Finance,Nigeria,1.733063,2.152199,Improving the security sector on gender issues and promoting community dialogue between conflict-affected women and security actors.,Enhancing Gender-Responsive Security Operations and Community Dialogue,2020-04-01,2021-12-31,C01,15220.0
5251,6614130,Federal Ministry of Finance,Jordan,0.20269,0.493822,The project aims to improve Jordanian law enforcement's ability to prevent and combat violent extremism by institutionalizing a community-oriented police culture in both its police academies and larger policing institutions.,Improve the capacity of the JOR law enforcement to prevent and counter violent extremism by institutionalizing a community-oriented policing culture,2020-04-06,2021-12-31,D02,15220.0
5252,6614160L,Federal Ministry of Finance,"Africa, regional",1.159489,1.159489,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.",INTERPOL Support to AFRIPOL,2020-04-01,2022-09-30,C01,15210.0
5253,6614160N,Federal Ministry of Finance,"Africa, regional",1.044443,1.044443,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.",INTERPOL Support to AFRIPOL,2020-04-01,2022-09-30,C01,15210.0
5254,6614160_L,Federal Ministry of Finance,"Africa, regional",0.752842,0.752842,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.",INTERPOL Support to AFRIPOL,2020-04-01,2021-12-31,B03,15210.0
5255,6614160_N,Federal Ministry of Finance,"Africa, regional",0.683057,0.683057,"Through the delivery of strategic and legal advisory services, equipment aid and training measures, the set-up and the operationalization of the African Union Criminal Police Organization (AFRIPOL) is to be achieved.",INTERPOL Support to AFRIPOL,2020-04-01,2021-12-31,B03,15210.0
5256,6614171L,Federal Ministry of Finance,"Western Africa, regional",0.510208,0.510208,"Strengthening of law enforcement agencies and criminal justice systems in the G5 Sahel countries through strategic and legal advisory services, capacity building activities and equipment aid.",UNODC Sahel Programme,2020-01-01,2021-12-31,B03,15210.0
5257,6614171N,Federal Ministry of Finance,"Western Africa, regional",0.974681,0.974681,"Strengthening of law enforcement agencies and criminal justice systems in the G5 Sahel countries through strategic and legal advisory services, capacity building activities and equipment aid.",UNODC Sahel Programme,2020-01-01,2021-12-31,B03,15210.0
5258,6614171_L,Federal Ministry of Finance,"Western Africa, regional",0.329765,0.329765,"Strengthening of law enforcement agencies and criminal justice systems in the G5 Sahel countries through strategic and legal advisory services, capacity building activities and equipment aid.",UNODC Sahel Programme,2020-01-01,2021-12-31,B03,15210.0
5259,6614171_N,Federal Ministry of Finance,"Western Africa, regional",0.63249,0.63249,"Strengthening of law enforcement agencies and criminal justice systems in the G5 Sahel countries through strategic and legal advisory services, capacity building activities and equipment aid.",UNODC Sahel Programme,2020-01-01,2021-12-31,B03,15210.0
5260,6614189,Federal Ministry of Finance,Somalia,0.42902,0.42902,"By strengthening the weapons- and ammunition management of the Somali security forces, Conglict Armament Research (CAR) seeks to reduce the flow of government-owned weapons into the hand of armed non-state groups. In order to achieve this aim, the following activities are planned: 1. Implementation of Joint Verification Team (JVT), which includes record keeping and verification of weapons in service with the security forces in Somalia. 2. Development of detailed specifications and requirements for a national weapons database. 3. Facilitating the establishment of Somali-owned weapon marking initiatives in the Federal Members States of Somalia.",Full Spectrum Weapon and Ammunition Management in Somalia,2020-08-01,2022-05-31,C01,15240.0
5261,6614191L,Federal Ministry of Finance,"South of Sahara, regional",2.472644,2.472644,"Improving Security and Stability: Arms Management and Destruction in the Sahel and West Africa. Clear focus is on management and destruction of SALW and SALW-ammunition, which is ODA-eligible.","Improving Security and Stability Arms Management and Destruction in the Sahel and West Africa (BFA, GMB, GIN, MLI, MRT, NGA, NER, SLE)",2020-02-01,2022-06-30,C01,15220.0
5262,6614191N,Federal Ministry of Finance,"South of Sahara, regional",1.524518,1.524518,"Improving Security and Stability: Arms Management and Destruction in the Sahel and West Africa. Clear focus is on management and destruction of SALW and SALW-ammunition, which is ODA-eligible.","Improving Security and Stability Arms Management and Destruction in the Sahel and West Africa (BFA, GMB, GIN, MLI, MRT, NGA, NER, SLE)",2020-02-01,2022-06-30,C01,15220.0
5263,6614191_L,Federal Ministry of Finance,"Western Africa, regional",0.842769,1.001356,Improving Security and Stability - Arms Management and Destruction in the Sahel and West Africa,"Improving Security and Stability Arms Management and Destruction in the Sahel and West Africa (GMB, GIN, SLE, DZA, NER. MLI, BFO, NGA, MRT)",2020-02-01,2022-02-28,C01,15220.0
5264,6614191_N,Federal Ministry of Finance,"Western Africa, regional",1.579678,1.876931,Improving Security and Stability - Arms Management and Destruction in the Sahel and West Africa,"Improving Security and Stability Arms Management and Destruction in the Sahel and West Africa (GMB, GIN, SLE, DZA, NER. MLI, BFO, NGA, MRT)",2020-02-01,2022-02-28,C01,15220.0
5265,6614192,Federal Ministry of Finance,Somalia,0.266176,0.266177,Shifting the Security Narrative in Somalia through Social and Behavioural Change,Shifting the Security Narrative in Somalia through Social and Behavioural Change,2020-04-01,2020-12-31,C01,15220.0
5266,6614216_L,Federal Ministry of Finance,"Africa, regional",1.723742,1.748182,Strengthening of operational capabilities of francophone police contributing countries in Subsaharan Africa through improved pre-deployment training / preparation for deployments to UN High Risk Peacekeeping Missions.,Strengthening Operational Capabilities of Francophone Police Contributing Countries,2020-03-01,2020-12-31,C01,15210.0
5267,6614216_N,Federal Ministry of Finance,"Africa, regional",0.780241,0.791304,Strengthening of operational capabilities of francophone police contributing countries in Subsaharan Africa through improved pre-deployment training / preparation for deployments to UN High Risk Peacekeeping Missions.,Strengthening Operational Capabilities of Francophone Police Contributing Countries,2020-03-01,2020-12-31,C01,15210.0
5268,6614295,Federal Ministry of Finance,Nigeria,0.455691,0.455691,"The contribution to the  DCAF Security and Human Rights Implementation Mechanism  aims at improving the security for the state and its citizens within a framework of democratic governance, the rule of law and respect for human rights. This will be achieved by effectively implementing inclusive and participatory reforms aimed to enhance governance of the security sector.",Strengthening Private Security Regulation and Oversight in Nigeria,2020-06-01,2021-11-30,B03,15210.0
5269,6614305,Federal Ministry of Finance,Nigeria,0.728202,0.7439530000000001,The necessary policy and strategic framework will be developed in order to coordinate the efforts in tackling wildlife and forest crimes effectively.,Strengthening Nigeria's Response to the Trafficking of Wildlife and Forestry Products,2020-05-01,2022-10-31,C01,15210.0
5270,6614322,Federal Ministry of Finance,Tunisia,1.284321,1.5212569999999999,"The project will contribute to the enhancement of capacities of Tunisian border agencies to protect, monitor and control the borders while facilitating the free movement of travellers.",Support Programme in the area of Integrated Border Management - Phase III,2020-06-01,2023-05-31,C01,15210.0
5271,6614350_L,Federal Ministry of Finance,"Africa, regional",0.289697,0.289697,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel.,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel,2020-05-01,2020-12-31,C01,15210.0
5272,6614350_N,Federal Ministry of Finance,"Africa, regional",0.262844,0.262844,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel.,Development of an Options Paper for a funding mechanism for Security and Stability in the Sahel,2020-05-01,2020-12-31,C01,15210.0
5273,6614458,Federal Ministry of Finance,Somalia,0.127298,0.127298,"Third party monitoring services will be provided for the National Programme on the Treatment and Handling of Disengaged Combatants to help strengthen the programme's knowledge base and contribute to a consistent approach to rehabilitation and reintegration in Somalia. This will take place through quarterly monitoring visits to the rehabilitation centres in Baidoa, Kismayo and Mogadishu.",Development a Joint Donor Fund for the National Programme for the Treatment and Handling of disengaged Al-Shabaab Combatants,2020-01-01,2020-12-31,C01,15240.0
5274,6614528,Federal Ministry of Finance,"Developing countries, unspecified",1.632392,1.668392,"The project will strengthen the knowledge and skills of ombuds institutions acquired to increase good governance of the armed forces to resolve grievances related to the armed forces. Ombuds institutions should enhance the respect for human rights and prevent abuse by collecting, investigating and resolving complaints. By strengthening ombuds institutions, one contributes to the enhancement of the respect for human rights within the armed forces, as well as society.",Supporting Ombuds institutions to improve good governance,2020-06-01,2021-12-31,C01,15210.0
5275,6614744,Federal Ministry of Finance,Burkina Faso,0.475993,0.475993,To enhance capacities of Burkina Faso's officials effective use of new technologies for the protection against terrorist cyber-attacks and for the investigation of terrorists and other violent extremists with a particular focus on the acquisition of digital forensic evidence and the investigation of violent extremist narratives online in the aftermath of the COVID-19 outbreak. Only ODA-shares,Strengthening the capacities of officials from Burkina Faso regarding cybersecurity and digital forensics for counter-terrorism in the COVID-19 era,2020-10-01,2021-12-31,D02,15220.0
5276,6614901,Federal Ministry of Finance,"Developing countries, unspecified",0.275002,0.275002,"The capacity of UN-Peacekeeping Personal will be improved by reducing capability gaps, by enhancing a faster deplyoment of troops/police and by increasing the amount of women being deployed in missions.",Strengthening UN Peacekeeping Capability,2020-09-01,2021-12-31,B03,15230.0
5277,6614902,Federal Ministry of Finance,"Developing countries, unspecified",0.317861,0.317861,The project seeks to reduce fatalities of peacekeepers while at the same time increasing the capacities of the five high risk missions to protect civilians and improve the implementation of the mandate.,Improving Security of United Nations Peacekeepers,2020-09-01,2021-12-31,C01,15230.0
5278,6614907,Federal Ministry of Finance,Iraq,0.56117,0.590689,"Capacity building regarding the collection, documentation, preservation and analysis of conventional weapons, ammunition and explosives through trainings and standard operating procedures.",Advancing CAR's frontline investigative capacity in face of evolving threats,2020-09-01,2022-05-31,C01,15240.0
5279,6614927,Federal Ministry of Finance,Iraq,0.177428,0.177428,Strengthening the iraqi institutions by training and mentoring,VS NfD capacity builing in the field of security sector reform,2020-09-01,2021-08-31,D02,15210.0
5280,6615394,Federal Ministry of Finance,"Developing countries, unspecified",0.45584,0.45584,"The aim of the project is to contribute to the international community's capacity to security sector reform by providing - 1. Members with effective advisory field services, professional development and training support, operational guidance tools and knowledge services. 2. The broader security and justice community access to good practice knowledge products.",Building International Capacity in the field of Security Sector Reform (SSR),2020-12-01,2021-12-31,C01,15210.0
5281,6615401,Federal Ministry of Finance,"North of Sahara, regional",0.799129,0.799129,"The aim of the contribution is to support the security sector reform in North Africa (Egypt, Libya, Marokko and Tunisia) and to develop a legitimate and trusted security sector that respects the rule of law and ensures human rights.",Supporting the security sector reform in North Africa,2020-12-01,2021-12-31,C01,15210.0
5282,6615434,Federal Ministry of Finance,Burkina Faso,22.792023,22.792023,"Areas in Burkina Faso that have been freed by the military are to be secured quickly and extensively by the gendarmerie and police so that the population can return in safety. This presence strengthens the state's monopoly of violence and the security forces executing it, and limits the sphere of influence, operations and recruitment of terrorist and criminal actors.",Strengthening internal security in Burkina Faso by supporting gendarmerie and police forces in securing fragile and conflict areas,2020-12-01,2023-12-31,C01,15210.0
5283,6615444,Federal Ministry of Finance,"Western Africa, regional",0.052076,0.052076,"The aim of the contribution is, through targeted support to rule of law and security institutions in the Sahel region, contribute to prevent violent conflict and sustain peace.","United Nations support targeted to priority areas of the rule of law and security institutions in the Sahel region (Burkina Faso, Mali, Niger).",2021-01-01,2022-12-31,C01,15210.0
5284,6615499,Federal Ministry of Finance,Nigeria,1.13032,2.543728,"1. Capacity building: representatives of the Nigerian security institutions are being enabled to appreciate the basic principles of effective security management, conflict management and rule of law as well as responsible interpersonal interaction in order to promote trust and cooperation 2. Action plans: decision makers and representatives of security institutions are empowered to conduct detailled analysis in the field of insecurity and cooperation in order to draw up action plans for implementing common measures. 3. Better coordination: representatives of the security sector and of the civil society in three selected geographical regions of Nigeria build up a trusting relationship and feel emboldened to coordinate their activities and policies more efficiently together",Supporting security sector reform in Nigeria,2021-01-01,2022-12-31,D02,15210.0
5285,6615507,Federal Ministry of Finance,Jordan,0.591296,0.591296,Strengthening and reforming the Jordanian security sector to protect critical infrastructure and strengthening the role of women in the police and society,Strengthening the Jordanian gendarmerie in the field of facility security and strengthening the role of women in the police and society,2021-01-01,2021-12-31,C01,15210.0
5286,6615508,Federal Ministry of Finance,Lebanon,0.57947,0.57947,"Capacity building of the lebanese police forces in the issue-area aviation security, border security and organized crime, and redevelopment and support within emergency relief.",Streghthening and reform of the lebanese Security Sector and support within emergency relief,2021-01-01,2021-12-31,C01,15210.0
5287,6615509,Federal Ministry of Finance,Tunisia,1.750828,1.750828,Capacity building of the Tunisian security authorities in the border police area through equipment and training measures.,Border Police Training and Equipment support Tunisia,2021-01-01,2021-12-31,D02,15210.0
5288,6615515,Federal Ministry of Finance,Niger,1.064333,1.064333,The project will contribute to the improvement of border security at Niger's borders by establishing mobile border control companies. A mobile and well-equiped border control will effectively control the assigned area of the border and help reduce the flow of illegal migration and traffic. In the long-term the regional stability in the Sahel region will be strengthened.,Establishing a mobile border control company in Niger,2021-03-01,2022-12-31,C01,15210.0
5289,6615519,Federal Ministry of Finance,Iraq,0.437139,1.124674,"Investigation and analysis of recovered home made explosives (HME) of the Islamis States in order to support the Iraqi government (especially the Directorate for Military Intelligence) in decision making processes and implementatio of measures to combat HME. - Baseline assessment of the use of HME for the Iraqi government, as well as real time information of current investigations and analysis outputs, - Quarterly reports for the Iraqi government on import and risks of diversion of chemical persecutors used for HME, - Public report on the use of HME by terrorist orgaisations, - Access to data for the GFFO",A long-range investigation and analysis of Islamic State's home-made explosives in Iraq,2021-01-22,2022-12-31,C01,15240.0
5290,6615536,Federal Ministry of Finance,"Developing countries, unspecified",0.824368,1.389546,"(1) Standing capacities support to field operations contribute to progress in advancing legal, policy or institutional reforms, peace agreements or capacity-building in the areas of rule of law and security institutions for conflict prevention and sustaining peace. (2) The adoption and application by the UN Police and PCCs of a uniform approach to capacity building in law enforcement and policing contribute to peacekeeping, sustaining peace and conflict prevention.",Targeted support through the UN standing capacities in the area of rule of law and security institutions to address critical needs of peace operations,2021-03-01,2022-06-30,C01,15220.0
5291,6615549L,Federal Ministry of Finance,"Western Africa, regional",0.026076,0.026076,"In the long term, projects should help West African customs authorities to monitor the movement of goods effectively in accordance with national and international requirenments and to cooperate closely with other authorities.",Preparatory actions for the implementation of possible projects to build and increase the capacity of customs authorities in West African States,2021-02-01,2021-12-31,D02,15210.0
5292,6615549N,Federal Ministry of Finance,"Western Africa, regional",0.180877,0.180877,"In the long term, projects should help West African customs authorities to monitor the movement of goods effectively in accordance with national and international requirenments and to cooperate closely with other authorities.",Preparatory actions for the implementation of possible projects to build and increase the capacity of customs authorities in West African States,2021-02-01,2021-12-31,D02,15210.0
5293,6615570,Federal Ministry of Finance,Sri Lanka,0.742136,0.742136,Strengthening of the security situation in Sri Lanka by enhancing the capabilities of the Sri Lankan securitiy and justice authorities in order to prevent and counter crime and violent extremism given the terrorist threats as they showed during the concerted attacks during Easter 2019.,Supporting Sri Lanka to enhance crime prevention capabilities in the security sector and courts,2021-02-01,2021-12-31,D02,15210.0
5294,6615578L,Federal Ministry of Finance,"Africa, regional",0.04369,0.077518,"To detect, track and counter suspected terrorists and serious criminals and their travel by using passenger data, while respecting international human rights and fundamental freedoms.",UN Countering Terrorist Travel Programme,2021-06-01,2022-12-31,B03,15210.0
5295,6615578N,Federal Ministry of Finance,"Africa, regional",0.425595,0.755117,"To detect, track and counter suspected terrorists and serious criminals and their travel by using passenger data, while respecting international human rights and fundamental freedoms.",UN Countering Terrorist Travel Programme,2021-06-01,2022-12-31,B03,15210.0
5296,6615579,Federal Ministry of Finance,Nigeria,0.915777,1.379333,"Police capacity building in the field of combating international drug crime, here specifically in the country of destination Nigeria, through improvements in the area of narcotics detection dogs in accordance with the rule of law.",Construction of a residence for the service dogs of the National Drug Law Enforcement Agency in NGA,2021-03-01,2022-08-31,C01,15220.0
5297,6615597,Federal Ministry of Finance,Iraq,0.475246,0.475246,Contributing to the stabilization of Iraq by enhancing capacities of the security sector through training in the area of cyber security and big data management (organization of several workshops),Supporting Iraq with its security sector reform by enhancing capacities in cyber-security and big data management,2021-02-15,2021-12-31,D02,15210.0
5298,6615626,Federal Ministry of Finance,Somalia,0.54116,0.591296,"The project will support communities and authorities to safely, securely, and legally hold weapons to prevent accidently death, injury and weapons proliferation in Somaliland and Somalia.",Improving Security in Somalia through National Capacity Building and Community Risk Reduction,2021-03-15,2021-12-31,D02,15240.0
5299,6615643,Federal Ministry of Finance,Gambia,1.005462,1.929947,Strengthening the Gambian Police Force in their reform efforts. Professionalization of police education & training and formed police units. Providing support for rule of law oriented policing to strengthen internal security and good governance.,Bilateral police project for strengthening police sector in Gambia,2021-01-01,2022-12-31,D02,15210.0
5300,6615657,Federal Ministry of Finance,Somalia,6.847136,6.859035,The project aims at an enhanced implementation of the National Programme leading to the successful rehabilitation and reintegration of disengaged combatants and women.,Disengaging Combatants in Somalia,2021-01-01,2021-12-31,C01,15240.0
5301,6615659L,Federal Ministry of Finance,"Africa, regional",1.554386,1.554386,"The project is designed to support the implementation of the SGF, by adopting an integrated approach to the training of FPUs and IPOs prior to deployment to five high-risk missions.",Strengthening Operational Capacities of Police Contributing Countries,2021-03-01,2021-12-31,D02,15220.0
5302,6615659N,Federal Ministry of Finance,"Africa, regional",1.400159,1.400159,"The project is designed to support the implementation of the SGF, by adopting an integrated approach to the training of FPUs and IPOs prior to deployment to five high-risk missions.",Strengthening Operational Capacities of Police Contributing Countries,2021-03-01,2021-12-31,D02,15220.0
5303,6615660L,Federal Ministry of Finance,"Eastern Africa, regional",0.707568,0.707568,"The aim of this project is to support and strengthen the capacity of Eastern Africa Police Chiefs Cooperation Organization (EAPCCO) Member States, EAPCCO Secretariat and EAPCCO Regional Counter-Terrorism Centre of Excellence (CTCoE) to effectively prevent and counter crime, terrorism and violent extremism in Eastern Africa, including through enhanced international cooperation in criminal matters, with a rule of law and human rights-based approach.",Supporting Eastern Africa Police Chiefs Cooperation Organisation (EAPCCO) and its Regional Counter-Terrorism Centre of Excellence,2021-01-01,2021-12-31,D02,15210.0
5304,6615660N,Federal Ministry of Finance,"Eastern Africa, regional",0.117584,0.117584,"The aim of this project is to support and strengthen the capacity of Eastern Africa Police Chiefs Cooperation Organization (EAPCCO) Member States, EAPCCO Secretariat and EAPCCO Regional Counter-Terrorism Centre of Excellence (CTCoE) to effectively prevent and counter crime, terrorism and violent extremism in Eastern Africa, including through enhanced international cooperation in criminal matters, with a rule of law and human rights-based approach.",Supporting Eastern Africa Police Chiefs Cooperation Organisation (EAPCCO) and its Regional Counter-Terrorism Centre of Excellence,2021-01-01,2021-12-31,D02,15210.0
5305,6615661,Federal Ministry of Finance,Nigeria,0.662843,1.13588,"The core objective of the project is to support the effective management, rehabilitation and social reintegration of persons detained on terrorism charges or convicted for related offences in Nigeria, with a particular focus on Maiduguri Maximum Security Prison in the North East and/or other relevant prisons managed by NCoS.",Strengthening the capacity of the Nigeria Correctional Service (NCoS) to effectively rehabilitate and reintegrate prisoners,2021-02-15,2022-12-31,C01,15210.0
5306,6615679L,Federal Ministry of Finance,"Africa, regional",1.35205,3.093533,Building capacity of regional and national partners to engage in weapons and ammunition management processes. Enhancing cooperation between African partners towards countering the illicit trade of small arms and light weapons as well as build capacity in physical and secure stockpile management of weapons and ammunition. Supporting a regional Plan of Action in West Africa to mainstream small arms control initiatives.,Supporting Small Arms and Light Weapons Control in Africa,2021-04-01,2023-03-31,D02,15220.0
5307,6615679N,Federal Ministry of Finance,"Africa, regional",1.217898,2.78659,Building capacity of regional and national partners to engage in weapons and ammunition management processes. Enhancing cooperation between African partners towards countering the illicit trade of small arms and light weapons as well as build capacity in physical and secure stockpile management of weapons and ammunition. Supporting a regional Plan of Action in West Africa to mainstream small arms control initiatives.,Supporting Small Arms and Light Weapons Control in Africa,2021-04-01,2023-03-31,D02,15220.0
5308,6615703L,Federal Ministry of Finance,"Africa, regional",0.826477,0.826477,The project aims to strengthen and unify the operational capacities of West African peacekeeping personnel in preparation for deployment in a peacekeeoing missions,Training for westafrican Security Forces,2021-04-01,2021-06-30,D02,15220.0
5309,6615703N,Federal Ministry of Finance,"Africa, regional",0.744473,0.744473,The project aims to strengthen and unify the operational capacities of West African peacekeeping personnel in preparation for deployment in a peacekeeoing missions,Training for westafrican Security Forces,2021-04-01,2021-06-30,D02,15220.0
5310,6615771,Federal Ministry of Finance,Jordan,0.294522,1.178089,"The project aims at enhancing capacities of the jordanian security sector in the field of border management. A control unit comprised of members of all relevant authorities will work together on risk assessment, profiling and inspection of high-risk shipments. The outcome will be better control and stoppimg of illegal goods like drugs, weapons and explosives and therefore anhance safety in Jordan.","Container Control Programme (CCP) - Combatting trafficking in drugs, weapons and dual-use goods at the Jordanian-Syrian border",2021-04-01,2022-12-31,B03,15210.0
5311,6615804,Federal Ministry of Finance,"Developing countries, unspecified",0.882073,0.897215,"The joint BICC/DPO project supports the operationalization and dissemination of the revised United Nations Integrated Disarmament, Demobilization and Reintegration Standards (IDDRS). It has three components that all aim at increasing the usage and application of the IDDRS: 1) Support in further development and dissemination of IDDRS, 2) Technical support of UN, member states and regional organisations in applying IDDRS, 3) Traning measures regarding the revised IDDRS",Support to the operationalization anddissemination of the revised IDDRS,2021-01-01,2022-12-31,D02,15220.0
5312,6615805,Federal Ministry of Finance,Niger,2.494087,3.192999,The project will contribute to the improvement of border security at Niger's borders by establishing mobile border control companies. A mobile and well-equiped border control will effectively control the assigned area of the border and help reduce the flow of illegal migration and traffic. In the long-term the regional stability in the Sahel region will be strengthened.,Establishing a mobile border control company in Niger,2021-04-01,2021-12-31,C01,15210.0
5313,6615806L,Federal Ministry of Finance,"Africa, regional",0.585231,0.596653,"Capacitybuilding of military, police and civilian personnel for Peacekeeping Missions, espacially from AU and ECOWAS Member States, to promote peacebuilding activities in the field of e.g. child protection, humanitarian law, protection of civilians, RoL, disaster management, DDR",Support of the Training Programme at EMP in 2021,2021-04-01,2021-10-31,D02,15230.0
5314,6615806N,Federal Ministry of Finance,"Africa, regional",0.527164,0.537453,"Capacitybuilding of military, police and civilian personnel for Peacekeeping Missions, espacially from AU and ECOWAS Member States, to promote peacebuilding activities in the field of e.g. child protection, humanitarian law, protection of civilians, RoL, disaster management, DDR",Support of the Training Programme at EMP in 2021,2021-04-01,2021-10-31,D02,15230.0
5315,6615821,Federal Ministry of Finance,Libya,0.43384,0.623054,"Develop capacity of Libyan national authorities to enable them to autonomously assess and control weapons and ammunition, and to be able to destroy surplus stockpiles, including air-dropped weapons.",Capacity buildung - Assessing and clearing of uncontrolled and insecure ammunition in Libya,2021-03-20,2022-05-31,D02,15240.0
5316,6615826,Federal Ministry of Finance,Lebanon,0.198516,0.446662,"Strengthening the security of the supply chain in the Eastern Mediterranean with the port of Beirut as important hub by enhancing the capacities of the Lebanese security authorities in the port and on the water for prevention and combatting of smuggling of drugs, weapons and explosives.",Strengthening security along the maritime supply chain in the Eastern Mediterranean,2021-04-01,2022-12-31,D02,15210.0
5317,6615843,Federal Ministry of Finance,Cambodia,0.611937,0.753254,"Improving the security situation in Cambodia, especially in the capital Phnom Penh, by enhancing the capacity of law enforcement authorities for community policing in the context of gender based violence.",Adopting a community policing-oriented approach to reducing gender-based violence in Cambodia,2021-04-01,2022-12-31,D02,15210.0
5318,6615845,Federal Ministry of Finance,"Western Africa, regional",1.965453,2.719962,"Through enforced border management and cross-border cooperation, State actors and security forces orderly presence will increase in Mali and Niger along the Labezzanga-Kongo Kiré corridor and more security and stability will be provided to the area.",Securing Labbezanga-Kongo Kiré Corridor through improved border management and cross border cooperation (BM-CBC),2021-05-01,2022-12-31,C01,15190.0
5319,6615846L,Federal Ministry of Finance,"Western Africa, regional",0.602216,0.947174,"The overall objective of the project is to contribute to improve regional stability in the Gulf of Guinea by strengthening border management capacities and community resilience at selected border posts in northern Ghana, Côte d'Ivoire, Togo and Benin.",Strengthening border security and border community resilience in the Gulf of Guinea,2021-05-01,2022-04-30,C01,15190.0
5320,6615846N,Federal Ministry of Finance,"Western Africa, regional",1.691065,2.659733,"The overall objective of the project is to contribute to improve regional stability in the Gulf of Guinea by strengthening border management capacities and community resilience at selected border posts in northern Ghana, Côte d'Ivoire, Togo and Benin.",Strengthening border security and border community resilience in the Gulf of Guinea,2021-05-01,2022-04-30,C01,15190.0
5321,6615905,Federal Ministry of Finance,Iraq,0.212844,0.476977,"Determine, review and refine assessments of Iraqi needs to develop a national database as an effective tool to prevent and tackle the illegal trafficking of cultural heritage items and provide a detailed report on the appropriate technical solution, the related budget and proposed roadmap for implementation.",National Database for Cultural Heritage Protection in Iraq,2021-04-15,2021-12-31,D02,15220.0
5322,6615919,Federal Ministry of Finance,Iraq,0.212844,0.212844,"The goal is that the Senior Strategic Managers, the Heads of Agencies and Directorates, at Ministry level are capable to lead the MoI with a high level of professionalism and champion the needed change management towards a stable Ministry and successful civilian SSR milestone implementation based on Good governance.",Senior Strategic Leadership and Change Management of SSR in MoI Iraq (SSL),2021-05-01,2021-12-31,D02,15210.0
5323,6615940,Federal Ministry of Finance,Niger,0.709555,0.709555,The project objective is to strengthen the key accountability mechanisms and effectiveness of the Nigerian defense and security forces contributing the respect for human rights and legitimacy of the SDF.,Increasing security sector accountability in Niger - Phase III,2021-01-01,2022-12-31,C01,15210.0
5324,6615952L,Federal Ministry of Finance,"Western Africa, regional",0.269664,0.423629,"Strengthening Anti-Money Laundering and Counter Financing of Terrorism capacities in the Coastal States of West Africa Benin, Côte D'Ivoire, Ghana, Guinea, Togo","Anti-Money Laundering and Counter Financing of Terrorism in Benin, Côte D'Ivoire, Ghana, Guinea, Togo",2021-04-15,2022-06-30,C01,15210.0
5325,6615952N,Federal Ministry of Finance,"Western Africa, regional",0.46054,1.147114,"Strengthening Anti-Money Laundering and Counter Financing of Terrorism capacities in the Coastal States of West Africa Benin, Côte D'Ivoire, Ghana, Guinea, Togo","Anti-Money Laundering and Counter Financing of Terrorism in Benin, Côte D'Ivoire, Ghana, Guinea, Togo",2021-04-15,2022-06-30,C01,15210.0
5326,6616234,Federal Ministry of Finance,Nigeria,0.573419,1.99768,"Enhancing the security situation in selected communities by strengthening the capacities of local law enforcement agencies to develop and implement crime prevention strategies, furthermore to built trust and cooperation between law enforcement agencies and the local communities. This shall reduce the risk of piracy and other maritime crimes and reduce its harmful effects on individuals and local communities.",Combating Piracy and Maritime Insecurity in Nigeria through community-based Crime Prevention Strategies,2021-05-01,2023-03-31,C01,15210.0
5327,6616318,Federal Ministry of Finance,Mali,2.274468,2.292086,"The objective of the project is to contribute to peace and development in Mali, by supporting national authorities to transition towards the (re)establishment of democratic governance and the rule of law. It will do so by strengthening the crisis management capacities of Malian national police, gendarmerie, and national guard in view of the elections scheduled in May 2022. The project is designed to reflect the major tasks of security forces during elections.",Strengthening Crisis Management Capacities of Malian National Police and Gendarmerie during Elections,2021-06-21,2022-08-31,C01,15210.0
5328,6616342,Federal Ministry of Finance,Nigeria,0.98983,0.98983,"UNMAS (United Nations Mine Action Service) will strengthen the capacity of the Nigerian police and civil defence corps by training, equipment and consultancy in order to effectively deal with explosive ordnance in north-east Nigeria.",Strengthening explosive ordnance threat-mitigation capacities in north-east Nigeria,2021-07-01,2022-03-31,D02,15250.0
5329,6616357L,Federal Ministry of Finance,"Africa, regional",0.599302,0.599302,The project contributes to strengthen security policy self-responsibility of West African partners engaged in the context of crisis prevention / crisis reaction to internal and external threats in the region.,Training and Advanced Training of West African Security Forces,2021-07-01,2021-12-31,D02,15220.0
